seconds,hertz,word
1.140000,138.640000,
1.150000,138.640000,
1.160000,138.640000,
1.170000,138.640000,
1.180000,138.640000,
1.330000,138.640000,
1.340000,138.640000,
1.350000,134.700000,
1.360000,134.700000,
1.370000,134.700000,
1.380000,134.700000,
1.390000,134.700000,
1.400000,134.700000,
1.410000,134.700000,
1.420000,134.700000,
1.640000,142.700000,
1.650000,142.700000,
1.660000,142.700000,
1.670000,142.700000,
1.680000,142.700000,
1.740000,134.700000,
1.750000,134.700000,
1.760000,130.860000,
1.770000,130.860000,
1.780000,130.860000,
1.790000,130.860000,
1.800000,130.860000,
1.810000,130.860000,
1.820000,130.860000,
1.830000,130.860000,
1.840000,130.860000,
1.850000,130.860000,
2.000000,151.190000,
2.010000,151.190000,
2.020000,146.890000,
2.030000,142.700000,
2.040000,142.700000,
2.050000,138.640000,
2.060000,138.640000,
2.070000,138.640000,
2.080000,138.640000,
2.090000,138.640000,
2.100000,138.640000,
2.110000,138.640000,
2.120000,138.640000,
2.170000,142.700000,
2.180000,142.700000,
2.190000,142.700000,
2.200000,142.700000,
2.210000,142.700000,
2.220000,146.890000,
2.570000,185.070000,
2.580000,185.070000,
2.590000,190.490000,
2.600000,196.070000,
2.610000,201.820000,
2.620000,213.820000,
2.630000,220.080000,
2.640000,220.080000,
2.650000,226.530000,
2.660000,226.530000,
2.670000,226.530000,
2.680000,226.530000,
2.690000,226.530000,
2.700000,226.530000,
2.760000,226.530000,
2.770000,226.530000,
2.780000,226.530000,
2.790000,226.530000,
2.800000,213.820000,
2.810000,213.820000,
2.820000,207.730000,
2.830000,207.730000,
2.840000,201.820000,
2.850000,201.820000,
2.980000,233.170000,
2.990000,233.170000,
3.000000,226.530000,
3.010000,220.080000,
3.020000,213.820000,
3.030000,207.730000,
3.040000,207.730000,
3.050000,207.730000,
3.060000,207.730000,
3.070000,207.730000,
3.080000,207.730000,
3.090000,207.730000,
3.100000,201.820000,
3.110000,201.820000,
3.120000,196.070000,
3.130000,196.070000,
3.140000,190.490000,
3.150000,185.070000,
3.160000,179.800000,
3.390000,190.490000,
3.400000,190.490000,
3.410000,179.800000,
3.420000,179.800000,
3.430000,179.800000,
3.440000,179.800000,
3.540000,169.710000,
3.550000,169.710000,
3.560000,169.710000,
3.570000,169.710000,
3.580000,160.180000,
3.590000,160.180000,
3.600000,160.180000,
3.610000,160.180000,
3.620000,160.180000,
3.630000,160.180000,
3.770000,185.070000,
3.780000,179.800000,
3.790000,179.800000,
3.800000,174.680000,
3.810000,174.680000,
3.820000,174.680000,
3.830000,174.680000,
3.840000,174.680000,
3.850000,174.680000,
3.860000,169.710000,
3.870000,169.710000,
3.880000,169.710000,
3.890000,169.710000,
3.900000,169.710000,
3.910000,160.180000,
3.920000,160.180000,
3.930000,160.180000,
3.940000,160.180000,
3.950000,155.620000,
3.960000,151.190000,
3.970000,151.190000,
3.980000,151.190000,
4.070000,185.070000,
4.080000,185.070000,
4.090000,179.800000,
4.100000,174.680000,
4.110000,174.680000,
4.120000,169.710000,
4.130000,160.180000,
4.140000,160.180000,
4.150000,160.180000,
4.160000,160.180000,
4.170000,155.620000,
4.180000,151.190000,
4.190000,151.190000,
4.200000,151.190000,
4.210000,151.190000,
4.220000,151.190000,
4.230000,155.620000,
4.630000,160.180000,
4.640000,160.180000,
4.650000,160.180000,
4.660000,160.180000,
4.670000,160.180000,
4.680000,160.180000,
4.690000,160.180000,
4.700000,155.620000,
4.710000,155.620000,
4.720000,155.620000,
4.730000,155.620000,
5.010000,190.490000,
5.020000,190.490000,
5.030000,190.490000,
5.710000,146.890000,
5.720000,146.890000,
5.730000,146.890000,
5.740000,142.700000,
5.750000,142.700000,
5.940000,190.490000,
5.950000,190.490000,
5.960000,179.800000,
5.970000,179.800000,
6.670000,179.800000,
6.680000,179.800000,
6.690000,174.680000,
6.700000,164.870000,
6.710000,164.870000,
6.720000,160.180000,
6.730000,160.180000,
6.740000,155.620000,
6.750000,151.190000,
6.760000,151.190000,
6.770000,151.190000,
6.780000,151.190000,
6.790000,146.890000,
6.800000,146.890000,
6.810000,146.890000,
6.820000,142.700000,
6.830000,142.700000,
6.840000,142.700000,
6.850000,142.700000,
6.860000,142.700000,
6.870000,142.700000,
6.880000,142.700000,
6.890000,142.700000,
6.900000,142.700000,
6.910000,142.700000,
6.920000,142.700000,
6.930000,142.700000,
6.940000,142.700000,
6.950000,146.890000,
6.960000,146.890000,
6.970000,146.890000,
6.980000,146.890000,
6.990000,146.890000,
7.000000,155.620000,
7.010000,155.620000,
7.020000,164.870000,
7.030000,174.680000,
7.040000,174.680000,
7.050000,174.680000,
7.060000,179.800000,
7.070000,179.800000,
7.080000,179.800000,
7.090000,174.680000,
7.100000,174.680000,
7.110000,164.870000,
7.120000,160.180000,
7.130000,155.620000,
7.140000,151.190000,
7.150000,138.640000,
7.160000,138.640000,
7.170000,138.640000,
8.090000,240.000000,
8.100000,233.170000,
8.110000,220.080000,
8.120000,220.080000,
8.130000,207.730000,
8.140000,201.820000,
8.150000,190.490000,
8.160000,185.070000,
8.170000,179.800000,
8.180000,179.800000,
10.870000,240.000000,
10.880000,240.000000,
10.890000,254.270000,
10.900000,254.270000,
10.910000,254.270000,
10.920000,254.270000,
10.930000,247.030000,
10.940000,247.030000,
10.950000,240.000000,
10.960000,233.170000,
10.970000,233.170000,
10.980000,233.170000,
12.650000,196.070000,
12.660000,196.070000,
12.670000,190.490000,
12.680000,190.490000,
12.690000,190.490000,
12.700000,185.070000,
12.710000,185.070000,
12.720000,185.070000,
12.730000,185.070000,
12.740000,185.070000,
12.790000,179.800000,
12.800000,179.800000,
12.810000,179.800000,
12.820000,185.070000,
12.830000,185.070000,
12.840000,185.070000,
12.850000,185.070000,
12.860000,185.070000,
12.870000,185.070000,
12.880000,185.070000,
12.890000,185.070000,
12.900000,185.070000,
13.440000,196.070000,
13.450000,196.070000,
13.460000,190.490000,
13.470000,190.490000,
13.480000,190.490000,
13.490000,190.490000,
13.500000,190.490000,
13.510000,185.070000,
13.520000,185.070000,
13.530000,185.070000,
13.540000,185.070000,
13.550000,185.070000,
13.560000,185.070000,
13.570000,185.070000,
13.580000,185.070000,
13.590000,185.070000,
13.600000,185.070000,
13.610000,185.070000,
13.620000,185.070000,
13.630000,185.070000,
13.640000,179.800000,
13.650000,179.800000,
13.660000,179.800000,
14.050000,174.680000,
14.060000,174.680000,
14.070000,174.680000,
14.080000,174.680000,
14.090000,179.800000,
14.100000,179.800000,
14.110000,179.800000,
15.590000,213.820000,
15.600000,213.820000,
15.610000,207.730000,
15.620000,201.820000,
15.630000,201.820000,
15.640000,201.820000,
15.650000,196.070000,
15.660000,196.070000,
15.670000,196.070000,
16.790000,185.070000,
16.800000,185.070000,
16.810000,185.070000,
16.820000,185.070000,
16.830000,190.490000,
16.840000,190.490000,
16.850000,179.800000,
16.860000,179.800000,
16.870000,179.800000,
16.880000,174.680000,
16.890000,164.870000,
16.900000,160.180000,
16.910000,160.180000,
16.920000,160.180000,
16.930000,160.180000,
16.940000,160.180000,
16.950000,160.180000,
16.960000,160.180000,
17.080000,185.070000,
17.090000,185.070000,
17.100000,179.800000,
17.110000,179.800000,
17.120000,179.800000,
17.650000,240.000000,
17.660000,240.000000,
17.670000,233.170000,
17.680000,220.080000,
17.690000,213.820000,
17.700000,207.730000,
17.710000,201.820000,
17.720000,190.490000,
17.730000,190.490000,
21.100000,185.070000,
21.110000,185.070000,
21.120000,185.070000,
21.130000,185.070000,
21.140000,185.070000,
21.280000,254.270000,
21.290000,254.270000,
21.300000,261.720000,
21.310000,269.390000,
21.320000,285.410000,
22.240000,185.070000,
22.250000,185.070000,
22.260000,185.070000,
22.270000,174.680000,
22.280000,174.680000,
22.290000,174.680000,
22.300000,174.680000,
22.310000,169.710000,
22.320000,160.180000,
22.330000,160.180000,
22.340000,160.180000,
22.350000,160.180000,
22.360000,160.180000,
22.370000,155.620000,
22.380000,155.620000,
22.390000,155.620000,
22.400000,155.620000,
22.410000,164.870000,
22.420000,164.870000,
27.470000,190.490000,
27.480000,190.490000,
27.490000,190.490000,
27.500000,190.490000,
27.510000,190.490000,
28.290000,164.870000,
28.300000,164.870000,
28.310000,164.870000,
28.320000,164.870000,
28.330000,164.870000,
28.340000,164.870000,
28.350000,164.870000,
28.360000,164.870000,
28.370000,169.710000,
28.380000,174.680000,
28.390000,179.800000,
28.400000,185.070000,
28.410000,185.070000,
28.420000,185.070000,
28.430000,190.490000,
28.440000,190.490000,
28.450000,196.070000,
28.460000,196.070000,
28.470000,201.820000,
28.480000,201.820000,
28.490000,201.820000,
28.500000,201.820000,
28.510000,196.070000,
28.520000,196.070000,
28.530000,196.070000,
28.540000,196.070000,
28.550000,196.070000,
28.560000,196.070000,
28.570000,179.800000,
28.580000,179.800000,
28.590000,179.800000,
28.600000,179.800000,
28.610000,174.680000,
28.620000,169.710000,
28.630000,169.710000,
28.640000,164.870000,
28.650000,160.180000,
28.660000,160.180000,
28.670000,155.620000,
28.680000,146.890000,
28.690000,142.700000,
28.700000,142.700000,
28.710000,142.700000,
28.720000,142.700000,
28.730000,142.700000,
28.740000,142.700000,
28.750000,142.700000,
28.890000,146.890000,
28.900000,146.890000,
28.910000,151.190000,
28.920000,151.190000,
28.930000,151.190000,
28.940000,151.190000,
28.950000,155.620000,
28.960000,155.620000,
28.970000,155.620000,
28.980000,155.620000,
28.990000,164.870000,
29.000000,169.710000,
29.010000,179.800000,
29.020000,185.070000,
29.030000,185.070000,
29.040000,185.070000,
29.050000,185.070000,
29.060000,185.070000,
29.910000,247.030000,
29.920000,240.000000,
29.930000,240.000000,
29.940000,240.000000,
29.950000,233.170000,
29.960000,213.820000,
29.970000,213.820000,
